,llama_gc_full_answer,llama_gc_guess,llama_gc_ask_confidence,llama_gc_tok_confidence
22920,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999935869517765
22921,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999301482335173
22922,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999911792908844
22923,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999064294658246
22924,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998927231492597
22925,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998965370444355
22926,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999169180254854
22927,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999333664464221
22928,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999954464125005
22929,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998954643815368
22930,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999315785515103
22931,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999019003761905
22932,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999318169392539
22933,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999506497906105
22934,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999519609634618
22935,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999178715482698
22936,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999249037905161
22937,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999943378794853
22938,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999614968828868
22939,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999384917900483
22940,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998477929052435
22941,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999911673717352
22942,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999290755054595
22943,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999576824925632
22944,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999414716651684
22945,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999274068115732
22946,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999382534007133
22947,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999166796485691
22948,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999400413221109
22949,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999421868356455
22950,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999521993597025
22951,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999266916589424
22952,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999925142169393
22953,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999294330789258
22954,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999306250083795
22955,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999924546211394
22956,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999411140801217
22957,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999332472523584
22958,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999244270256572
22959,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999055951592553
22960,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999318169392539
22961,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999921447248621
22962,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999347967690184
22963,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999309825823998
22964,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999158453261717
22965,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999494578154603
22966,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999545833252356
22967,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999513649749275
22968,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999937776622214
22969,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999485042370907
22970,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999334856404999
22971,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999324129015863
22972,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999327704835214
22973,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999114353416858
22974,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999347967690184
22975,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999281219647156
22976,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999563713049341
22977,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999541065280364
22978,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999439747713518
22979,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999443323610593
22980,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999378958168175
22981,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999374190384885
22982,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999451667326904
22983,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999940279711872
22984,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999058335262538
22985,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998959411180357
22986,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999382534007133
22987,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999935869517765
22988,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999935154351806
22989,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998902202950495
22990,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999004701515762
22991,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999194210120018
22992,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999364654825127
22993,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999265724729498
22994,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999346775747843
22995,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999526761523544
22996,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999309825823998
22997,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999437363807097
22998,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999164412717095
22999,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999160837028892
23000,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999256189345929
23001,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999029730532689
23002,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999909051580875
23003,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999426636198856
23004,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999216856339493
23005,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999455243228242
23006,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999233543037372
23007,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998098973284485
23008,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998604253986084
23009,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997230343320066
23010,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998611404674707
23011,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996503622291423
23012,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998686486195488
23013,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997475784571056
23014,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998489846428079
23015,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998569693123998
23016,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998885517387568
23017,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998977288910255
23018,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998672184861467
23019,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998696020381034
23020,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997940487752145
23021,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999881162465012
23022,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997622340125312
23023,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998205030304157
23024,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998498188512183
23025,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997695023744665
23026,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998300364485936
23027,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997851118365989
23028,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998191922118028
23029,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998592336474077
23030,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996042626216145
23031,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998613788093218
23032,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998216947063541
23033,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999829321431075
23034,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998469586985235
23035,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998488654660775
23036,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998006026187986
23037,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998078715506594
23038,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999831108961281
23039,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996920580589
23040,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998103739877774
23041,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998015559142721
23042,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998787788491216
23043,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997808221647002
23044,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999029730532689
23045,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997847543583881
23046,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997627106200397
23047,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999881162465012
23048,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998768719663205
23049,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998653116399425
23050,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.99991262722786
23051,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998419534582696
23052,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999024963061419
23053,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998358757532201
23054,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998732965854205
23055,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997929763313792
23056,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998566117939461
23057,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998659075335375
23058,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998200263662578
23059,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998999934056426
23060,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998648349398721
23061,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999870555472117
23062,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998883133686028
23063,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999870555472117
23064,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998699595757519
23065,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999172755946042
23066,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999847912081846
23067,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999412332751231
23068,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999931697745375
23069,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999487426325072
23070,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999247845974613
23071,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998104931453705
23072,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999314593576598
23073,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998140680834577
23074,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997572296328612
23075,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998740116489376
23076,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999502921986438
23077,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999480274500657
23078,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999381342060671
23079,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999462394998376
23080,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999030922364486
23081,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999524377560001
23082,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999456435183514
23083,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999438555760236
23084,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999321745137005
23085,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.99992728761822
23086,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9971255672549528
23087,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9871858718010008
23088,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9854649754866971
23089,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991218417481897
23090,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9977390740651888
23091,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9990140394031455
23092,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9576409311388491
23093,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993233494302313
23094,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989060223932535
23095,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9985995858429724
23096,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.991315860922263
23097,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9953035000057667
23098,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9922992370857624
23099,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998638815258633
23100,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998415959451853
23101,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.99968705436509
23102,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999314593576598
23103,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999096475223637
23104,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998895051981153
23105,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996656105916873
23106,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.99976425961056
23107,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9971140704571553
23108,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997774857837297
23109,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996303494863036
23110,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998821159100493
23111,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998263422211666
23112,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996469075963702
23113,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998731774057923
23114,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998558967428726
23115,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998945109092205
23116,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998911737632742
23117,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998625705776293
23118,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997803455340087
23119,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998399275573314
23120,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999349159632668
23121,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998573268455311
23122,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999170372176026
23123,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9992247873934673
23124,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998292022712378
23125,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7055155912305703
23126,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999858995291518
23127,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9961896251541673
23128,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993904970123831
23129,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9986098092381293
23130,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9990249851466665
23131,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997217237721113
23132,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9946797738232026
23133,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9974732033865988
23134,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989576487232519
23135,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9768751929921381
23136,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9987748392272753
23137,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9953127111368076
23138,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9992388324654298
23139,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995867530136473
23140,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9939767337427066
23141,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9974437896327231
23142,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997415018785599
23143,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998610212892914
23144,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998039391642072
23145,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998448135966465
23146,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996052155407804
23147,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994645602754746
23148,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997230343320066
23149,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998022708973856
23150,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997142178289415
23151,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998263422211666
23152,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9947104403100043
23153,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9992358567744486
23154,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998583994165924
23155,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9994725388644436
23156,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996932494071767
23157,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991709911698546
23158,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9856948305322554
23159,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7759994108530561
23160,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9524303047697478
23161,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9967326931834714
23162,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994723006880033
23163,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991358839192174
23164,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9940061792570186
23165,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9993479929563192
23166,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9932025963851935
23167,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9889275955949806
23168,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.7770474515795778
23169,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.8806193274358699
23170,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9987782878813434
23171,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.5921078344988246
23172,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.8805848428366455
23173,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8666437447163604
23174,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9998308706266454
23175,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9913422196273683
23176,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9818095167568581
23177,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.962523950948548
23178,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9044336870949443
23179,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9044455874632727
23180,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9963357502837875
23181,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9947039527779536
23182,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8929110258786646
23183,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9238924433432533
23184,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9932008324270174
23185,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9889320256658625
23186,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9977501104356246
23187,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9974728475914159
23188,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9044836211738868
23189,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993264446852564
23190,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.7979882452679793
23191,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9982421359039133
23192,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9463951354735956
23193,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9993501359307004
23194,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.6221606790787864
23195,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9994771831418418
23196,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999698610564729
23197,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9995686485046938
23198,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9967517611583141
23199,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999101242729004
23200,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999806918234615
23201,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998995166672116
23202,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998775870469447
23203,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9946366078764788
23204,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999781656272594
23205,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998334923544098
23206,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9321740325083566
23207,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997877333279853
23208,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999140574916894
23209,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9889410028370864
23210,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9990372398859408
23211,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998710321894647
23212,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998754418066063
23213,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9995827032682687
23214,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997979810791193
23215,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996890796507776
23216,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9769278655581665
23217,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.8668940799767266
23218,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9993238255958412
23219,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999774506888312
23220,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995149343896135
23221,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998398083816806
23222,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996850290835055
23223,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997950020498901
23224,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9991431432057629
23225,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999722200331212
23226,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999049992201816
23227,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996596541455645
23228,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998901011134042
23229,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998312281358948
23230,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998339690249877
23231,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999085748308497
23232,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998469586985235
23233,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994022844532005
23234,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998486271126596
23235,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998369482867208
23236,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998430260128396
23237,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998749650871561
23238,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999083364559224
23239,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998560159058911
23240,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999049992201816
23241,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998885517387568
23242,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998948684630514
23243,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999900231778581
23244,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999136999237214
23245,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999290969363205
23246,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998935574378137
23247,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996083125416166
23248,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997680725283608
23249,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996243934539321
23250,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998659075335375
23251,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997431699712417
23252,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997316127327818
23253,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997316127327818
23254,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999193018268759
23255,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998550625148414
23256,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998815200067944
23257,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998395700449714
23258,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999169206026634
23259,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996720436375873
23260,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995015960596934
23261,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9397539073538003
23262,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9993466833825161
23263,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999007085246283
23264,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999100050888825
23265,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999042841054026
23266,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997497231321468
23267,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998504147210302
23268,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997335190475957
23269,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.8351587047223547
23270,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997879716377892
23271,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997318510292087
23272,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998371866228051
23273,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997654511467199
23274,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993793050960424
23275,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996566759503591
23276,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996419043612961
